70	53	78	54	4
71	54	78	79	4
72	54	79	55	4
73	55	79	80	4
74	55	80	60	4
75	56	61	81	4
76	56	81	76	4
77	60	80	85	4
78	60	85	65	4
79	61	66	86	4
80	61	86	81	4
81	65	85	90	4
82	65	90	70	4
83	66	71	91	4
84	66	91	86	4
85	70	90	95	4
86	70	95	75	4
87	71	72	96	4
88	71	96	91	4
89	72	73	97	4
90	72	97	96	4
91	73	74	98	4
92	73	98	97	4
93	74	75	99	4
94	74	99	98	4
95	75	95	100	4
96	75	100	99	4
97	76	81	101	4
98	76	101	77	4
99	77	101	102	4
100	77	102	78	4
101	78	102	103	4
102	78	103	79	4
103	79	103	104	4
104	79	104	80	4
105	80	104	105	4
106	80	105	85	4
107	81	86	106	4
108	81	106	101	4
109	85	105	110	4
110	85	110	90	4
111	86	91	111	4
112	86	111	106	4
113	90	110	115	4
114	90	115	95	4
115	91	96	116	4
116	91	116	111	4
117	95	115	120	4
118	95	120	100	4
119	96	97	121	4
120	96	121	116	4
121	97	98	122	4
122	97	122	121	4
123	98	99	123	4
124	98	123	122	4
125	99	100	124	4
126	99	124	123	4
127	100	120	125	4
128	100	125	124	4
129	101	106	102	4
130	102	106	107	4
131	102	107	103	4
132	103	107	108	4
133	103	108	104	4
134	104	108	109	4
135	104	109	105	4
136	105	109	110	4
137	106	111	107	4
138	107	111	112	4
139	107	112	108	4
140	108	112	113	4
141	108	113	109	4
142	109	113	114	4
143	109	114	110	4
144	110	114	115	4
145	111	116	112	4
146	112	116	117	4
147	112	117	113	4
148	113	117	118	4
149	113	118	114	4
150	114	118	119	4
151	114	119	115	4
152	115	119	120	4
153	116	121	117	4
154	117	121	122	4
155	117	122	118	4
156	118	122	123	4
157	118	123	119	4
158	119	123	124	4
159	119	124	120	4
160	120	124	125	4
1	1	6	26	5
2	1	26	2	5
3	2	26	27	5
4	2	27	3	5
5	3	27	28	5
6	3	28	4	5
7	4	28	29	5
8	4	29	5	5
9	5	29	30	5
10	5	30	10	5
11	6	11	31	5
12	6	31	26	5
13	10	30	35	5
14	10	35	15	5
15	11	16	36	5
16	11	36	31	5
17	15	35	40	5
18	15	40	20	5
19	16	21	41	5
20	16	41	36	5
21	20	40	45	5
22	20	45	25	5
23	21	22	46	5
24	21	46	41	5
25	22	23	47	5
26	22	47	46	5
27	23	24	48	5
28	23	48	47	5
29	24	25	49	5
30	24	49	48	5
31	25	45	50	5
32	25	50	49	5
33	26	31	51	5
34	26	51	27	5
35	27	51	52	5
36	27	52	28	5
37	28	52	53	5
38	28	53	29	5
39	29	53	54	5
40	29	54	30	5
41	30	54	55	5
42	30	55	35	5
43	31	36	56	5
44	31	56	51	5
45	35	55	60	5
46	35	60	40	5
47	36	41	61	5
48	36	61	56	5
49	40	60	65	5
50	40	65	45	5
51	41	46	66	5
52	41	66	61	5
53	45	65	70	5
54	45	70	50	5
55	46	47	71	5
56	46	71	66	5
57	47	48	72	5
58	47	72	71	5
59	48	49	73	5
60	48	73	72	5
61	49	50	74	5
62	49	74	73	5
63	50	70	75	5
64	50	75	74	5
65	51	56	76	5
66	51	76	52	5
67	52	76	77	5
68	52	77	53	5
69	53	77	78	5
70	53	78	54	5
71	54	78	79	5
72	54	79	55	5
73	55	79	80	5
74	55	80	60	5
75	56	61	81	5
76	56	81	76	5
77	60	80	85	5
78	60	85	65	5
79	61	66	86	5
80	61	86	81	5
81	65	85	90	5
82	65	90	70	5
83	66	71	91	5
84	66	91	86	5
85	70	90	95	5
86	70	95	75	5
87	71	72	96	5
88	71	96	91	5
89	72	73	97	5
90	72	97	96	5
91	73	74	98	5
92	73	98	97	5
93	74	75	99	5
94	74	99	98	5
95	75	95	100	5
96	75	100	99	5
97	76	81	101	5
98	76	101	77	5
99	77	101	102	5
100	77	102	78	5
101	78	102	103	5
102	78	103	79	5
103	79	103	104	5
104	79	104	80	5
105	80	104	105	5
106	80	105	85	5
107	81	86	106	5
108	81	106	101	5
109	85	105	110	5
110	85	110	90	5
111	86	91	111	5
112	86	111	106	5
113	90	110	115	5
114	90	115	95	5
115	91	96	116	5
116	91	116	111	5
117	95	115	120	5
118	95	120	100	5
119	96	97	121	5
120	96	121	116	5
121	97	98	122	5
122	97	122	121	5
123	98	99	123	5
124	98	123	122	5
125	99	100	124	5
126	99	124	123	5
127	100	120	125	5
128	100	125	124	5
129	101	106	126	5
130	101	126	102	5
131	102	126	127	5
132	102	127	103	5
133	103	127	128	5
134	103	128	104	5
135	104	128	129	5
136	104	129	105	5
137	105	129	130	5
138	105	130	110	5
139	106	111	131	5
140	106	131	126	5
141	110	130	135	5
142	110	135	115	5
143	111	116	136	5
144	111	136	131	5
145	115	135	140	5
146	115	140	120	5
147	116	121	141	5
148	116	141	136	5
149	120	140	145	5
150	120	145	125	5
151	121	122	146	5
152	121	146	141	5
153	122	123	147	5
154	122	147	146	5
155	123	124	148	5
156	123	148	147	5
157	124	125	149	5
158	124	149	148	5
159	125	145	150	5
160	125	150	149	5
161	126	131	127	5
162	127	131	132	5
163	127	132	128	5
164	128	132	133	5
165	128	133	129	5
166	129	133	134	5
167	129	134	130	5
168	130	134	135	5
169	131	136	132	5
170	132	136	137	5
171	132	137	133	5
172	133	137	138	5
173	133	138	134	5
174	134	138	139	5
175	134	139	135	5
176	135	139	140	5
177	136	141	137	5
178	137	141	142	5
179	137	142	138	5
180	138	142	143	5
181	138	143	139	5
182	139	143	144	5
183	139	144	140	5
184	140	144	145	5
185	141	146	142	5
186	142	146	147	5
187	142	147	143	5
188	143	147	148	5
189	143	148	144	5
190	144	148	149	5
191	144	149	145	5
192	145	149	150	5
