1	0	0	0	1
2	0	1	0	1
3	0	2	0	1
4	0	3	0	1
5	0	4	0	1
6	1	0	0	1
7	1	1	0	1
8	1	2	0	1
9	1	3	0	1
10	1	4	0	1
11	2	0	0	1
12	2	1	0	1
13	2	2	0	1
14	2	3	0	1
15	2	4	0	1
16	3	0	0	1
17	3	1	0	1
18	3	2	0	1
19	3	3	0	1
20	3	4	0	1
21	4	0	0	1
22	4	1	0	1
23	4	2	0	1
24	4	3	0	1
25	4	4	0	1
26	0	0	1	1
27	0	1	1	1
28	0	2	1	1
29	0	3	1	1
30	0	4	1	1
31	1	0	1	1
32	1	1	1	1
33	1	2	1	1
34	1	3	1	1
35	1	4	1	1
36	2	0	1	1
37	2	1	1	1
38	2	2	1	1
39	2	3	1	1
40	2	4	1	1
41	3	0	1	1
42	3	1	1	1
43	3	2	1	1
44	3	3	1	1
45	3	4	1	1
46	4	0	1	1
47	4	1	1	1
48	4	2	1	1
49	4	3	1	1
50	4	4	1	1
1	0	0	0	2
2	0	1	0	2
3	0	2	0	2
4	0	3	0	2
5	0	4	0	2
6	1	0	0	2
7	1	1	0	2
8	1	2	0	2
9	1	3	0	2
10	1	4	0	2
11	2	0	0	2
12	2	1	0	2
13	2	2	0	2
14	2	3	0	2
15	2	4	0	2
16	3	0	0	2
17	3	1	0	2
18	3	2	0	2
19	3	3	0	2
20	3	4	0	2
21	4	0	0	2
22	4	1	0	2
23	4	2	0	2
24	4	3	0	2
25	4	4	0	2
26	0	0	1	2
27	0	1	1	2
28	0	2	1	2
29	0	3	1	2
30	0	4	1	2
31	1	0	1	2
32	1	1	1	2
33	1	2	1	2
34	1	3	1	2
35	1	4	1	2
36	2	0	1	2
37	2	1	1	2
38	2	2	1	2
39	2	3	1	2
40	2	4	1	2
41	3	0	1	2
42	3	1	1	2
43	3	2	1	2
44	3	3	1	2
45	3	4	1	2
46	4	0	1	2
47	4	1	1	2
48	4	2	1	2
49	4	3	1	2
50	4	4	1	2
51	0	0	2	2
52	0	1	2	2
53	0	2	2	2
54	0	3	2	2
55	0	4	2	2
56	1	0	2	2
57	1	1	2	2
58	1	2	2	2
59	1	3	2	2
60	1	4	2	2
61	2	0	2	2
62	2	1	2	2
63	2	2	2	2
64	2	3	2	2
65	2	4	2	2
66	3	0	2	2
67	3	1	2	2
68	3	2	2	2
69	3	3	2	2
70	3	4	2	2
71	4	0	2	2
72	4	1	2	2
73	4	2	2	2
74	4	3	2	2
75	4	4	2	2
1	0	0	0	3
2	0	1	0	3
3	0	2	0	3
4	0	3	0	3
5	0	4	0	3
6	1	0	0	3
7	1	1	0	3
8	1	2	0	3
9	1	3	0	3
10	1	4	0	3
11	2	0	0	3
12	2	1	0	3
13	2	2	0	3
14	2	3	0	3
15	2	4	0	3
16	3	0	0	3
17	3	1	0	3
18	3	2	0	3
19	3	3	0	3
20	3	4	0	3
21	4	0	0	3
22	4	1	0	3
23	4	2	0	3
24	4	3	0	3
25	4	4	0	3
26	0	0	1	3
27	0	1	1	3
28	0	2	1	3
29	0	3	1	3
30	0	4	1	3
31	1	0	1	3
32	1	1	1	3
33	1	2	1	3
34	1	3	1	3
35	1	4	1	3
36	2	0	1	3
37	2	1	1	3
38	2	2	1	3
39	2	3	1	3
40	2	4	1	3
41	3	0	1	3
42	3	1	1	3
43	3	2	1	3
44	3	3	1	3
45	3	4	1	3
46	4	0	1	3
47	4	1	1	3
48	4	2	1	3
49	4	3	1	3
50	4	4	1	3
51	0	0	2	3
52	0	1	2	3
53	0	2	2	3
54	0	3	2	3
55	0	4	2	3
56	1	0	2	3
57	1	1	2	3
58	1	2	2	3
59	1	3	2	3
60	1	4	2	3
61	2	0	2	3
62	2	1	2	3
63	2	2	2	3
64	2	3	2	3
65	2	4	2	3
66	3	0	2	3
67	3	1	2	3
68	3	2	2	3
69	3	3	2	3
70	3	4	2	3
71	4	0	2	3
72	4	1	2	3
73	4	2	2	3
74	4	3	2	3
75	4	4	2	3
76	0	0	3	3
77	0	1	3	3
78	0	2	3	3
79	0	3	3	3
80	0	4	3	3
81	1	0	3	3
